.id,prix1,prix2,prix3,prix4,prix5,prix6,prix7,prix8,prix9,list_price
5549,1,1,1,1,1,1,1,1,1,3584
5549,1,1,1,1,1,1,1,1,3889,1
5551,1,1,1,1,1,1,1,1,611,1
5551,1,1,1,1,1,1,1,1,1,558
5551,584,1,1,1,1,1,1,1,1,1
5551,1,1,584,1,1,1,1,1,1,1
5551,1,1,1,1,1,1,1,1,1,584
5551,1,1,1,1,584,1,1,1,1,1
5551,1,1,1,1,1,1,572,1,1,1
5551,1,1,1,1,1,1,1,558,1,1
5551,1,1,1,547,1,1,1,1,1,1
5552,1128,1,1,1,1,1,1,1,1,1
5552,1,1,1128,1,1,1,1,1,1,1
5552,1,1,1,1,1,1,1,1,1,1128
5552,1,1,1,1,1128,1,1,1,1,1
5552,1,1,1,1,1,1,1118,1,1,1
5552,1,1,1,1,1,1,1,1111,1,1
5552,1,1,1,966.25,1,1,1,1,1,1
5552,1,1,1,1,1,1,1,1,1,991
5552,1,1,1,1,1,1,1,1,1156,1
5553,1,1,1,1,1,1,1,1,3889,1
5553,1,1,1,1,1,1,1,1,1,3584
5553,3783,1,1,1,1,1,1,1,1,1
5553,1,1,3783,1,1,1,1,1,1,1
5553,1,1,1,1,1,1,1,1,1,3783
5553,1,1,1,1,3783,1,1,1,1,1
5553,1,1,1,1,1,1,3712,1,1,1
5553,1,1,1,1,1,1,1,3694,1,1
5553,1,1,1,3561,1,1,1,1,1,1
10705,1,1,1,451.67,1,1,1,1,1,1
10705,1,1,1,1,1,1,1,1,1,481
10705,1,1,1,1,1,1,1,1,523,1
10705,1,1,1,1,499,1,1,1,1,1
10705,1,1,1,1,1,1,499,1,1,1
10704,1,1,1,1,499,1,1,1,1,1
10704,1,1,1,1,1,1,499,1,1,1
10704,1,1,1,1,1,1,1,1,523,1
10704,1,1,1,1,1,1,1,1,1,481
10704,1,1,1,451.67,1,1,1,1,1,1
10706,1,1,1,451.67,1,1,1,1,1,1
10706,1,1,1,1,1,1,1,1,1,481
10706,1,1,1,1,1,1,1,1,523,1
10706,1,1,1,1,499,1,1,1,1,1
10706,1,1,1,1,1,1,499,1,1,1
10702,1,1,1,1,483,1,1,1,1,1
10702,1,1,1,1,1,1,483,1,1,1
10702,1,1,1,1,1,1,1,1,516,1
10702,1,1,1,1,1,1,1,1,1,465
10702,1,1,1,437.5,1,1,1,1,1,1
10725,1,1,1,451.67,1,1,1,1,1,1
10725,1,1,1,1,1,1,1,1,1,481
10725,1,1,1,1,499,1,1,1,1,1
10725,1,1,1,1,1,1,499,1,1,1
10725,1,1,1,1,1,1,1,1,523,1
10707,1,1,1,1,1,1,1,1,523,1
10707,1,1,1,1,499,1,1,1,1,1
10707,1,1,1,1,1,1,499,1,1,1
10707,1,1,1,1,1,1,1,1,1,481
10707,1,1,1,451.67,1,1,1,1,1,1
10703,1,1,1,451.67,1,1,1,1,1,1
10703,1,1,1,1,1,1,1,1,1,481
10703,1,1,1,1,499,1,1,1,1,1
10703,1,1,1,1,1,1,499,1,1,1
10703,1,1,1,1,1,1,1,1,523,1
10709,1,1,1,1,614,1,1,1,1,1
10709,1,1,1,1,1,1,614,1,1,1
10709,1,1,1,1,1,1,1,1,644,1
10709,1,1,1,1,1,1,1,1,1,591
10709,1,1,1,555.83,1,1,1,1,1,1
10708,1,1,1,555.83,1,1,1,1,1,1
10708,1,1,1,1,1,1,1,1,1,591
10708,1,1,1,1,1,1,1,1,644,1
10708,1,1,1,1,614,1,1,1,1,1
10708,1,1,1,1,1,1,614,1,1,1
5554,1,1,1,1,1,1,1,1,715,1
5554,1,1,1,1,1,1,1,1,1,663
5554,1,1,1,1,1,1,1,1,1,668.17
5554,1,1,1,1,1,1,1,1,1,668.17
5554,1,1,1,1,1,1,1,1,1,668.17
5554,1,1,1,1,1,1,1,1,1,668.17
5554,1,1,1,1,1,1,1,1,1,668.17
5554,1,1,1,1,1,651,1,1,1,1
5554,1,1,1,1,1,1,1,658,1,1
5554,1,1,1,1,1,1,1,1,1,576.7162
5554,1,1,1,1,1,1,1,1,1,576.7162
5554,1,1,1,1,1,1,683,1,1,1
5555,1,1,1,1,1,2351,1,1,1,1
5555,1,1,1,1,1,1,1,1,1,2411
5555,1,1,1,1,1,1,1,1,2585,1
5556,3382,1,1,1,1,1,1,1,1,1
5556,1,1,3382,1,1,1,1,1,1,1
5556,1,1,1,1,1,1,1,1,1,3382
5556,1,1,1,1,3382,1,1,1,1,1
5556,1,1,1,1,1,1,3382,1,1,1
5556,1,1,1,1,1,1,1,3211,1,1
5557,1,1,1,1,1,5525,1,1,1,1
5557,1,1,1,1,1,1,1,1,6178,1
5557,1,1,1,1,1,1,1,1,1,5551
5557,1,1,1,1,1,1,1,1,1,5694.44
5557,1,1,1,1,1,1,1,1,1,5694.44
5557,1,1,1,1,1,1,1,1,1,5694.44
5557,1,1,1,1,1,1,1,1,1,5694.44
5557,1,1,1,1,1,1,1,1,1,5694.44
5557,1,1,1,1,1,1,5811,1,1,1
5558,1,1,1,1,1,1,1,1,6178,1
5558,3382,1,1,1,1,1,1,1,1,1
5558,1,1,3382,1,1,1,1,1,1,1
5558,1,1,1,1,1,1,1,1,1,3382
5558,1,1,1,1,3382,1,1,1,1,1
5558,1,1,1,1,1,1,3382,1,1,1
5558,1,1,1,1,1,1,1,3211,1,1
5559,1,1,1,1,1,5525,1,1,1,1
5559,1,1,1,1,1,1,1,1,6178,1
5559,1,1,1,1,1,1,1,1,1,5694.44
5559,1,1,1,1,1,1,1,1,1,5694.44
5559,1,1,1,1,1,1,1,1,1,5694.44
5559,1,1,1,1,1,1,1,1,1,5694.44
5559,1,1,1,1,1,1,1,1,1,5694.44
5559,1,1,1,1,1,1,1,1,1,5551
5559,1,1,1,1,1,1,5811,1,1,1
5560,3382,1,1,1,1,1,1,1,1,1
5560,1,1,3382,1,1,1,1,1,1,1
5560,1,1,1,1,1,1,1,1,1,3382
5560,1,1,1,1,3382,1,1,1,1,1
5560,1,1,1,1,1,1,3382,1,1,1
5560,1,1,1,1,1,1,1,3211,1,1
5561,1,1,1,1,1,5525,1,1,1,1
5561,1,1,1,1,1,1,1,1,1,5551
5561,1,1,1,1,1,1,1,1,1,5694.44
5561,1,1,1,1,1,1,1,1,1,5694.44
5561,1,1,1,1,1,1,1,1,1,5694.44
5561,1,1,1,1,1,1,1,1,1,5694.44
5561,1,1,1,1,1,1,1,1,1,5694.44
5561,1,1,1,1,1,1,1,1,6178,1
5561,1,1,1,1,1,1,5811,1,1,1
5562,3382,1,1,1,1,1,1,1,1,1
5562,1,1,3382,1,1,1,1,1,1,1
5562,1,1,1,1,1,1,1,1,1,3382
5562,1,1,1,1,3382,1,1,1,1,1
5562,1,1,1,1,1,1,3382,1,1,1
5562,1,1,1,1,1,1,1,3211,1,1
5563,1,1,1,1,1,5525,1,1,1,1
5563,1,1,1,1,1,1,1,1,6178,1
5563,1,1,1,1,1,1,1,1,1,5694.44
5563,1,1,1,1,1,1,1,1,1,5694.44
5563,1,1,1,1,1,1,1,1,1,5694.44
5563,1,1,1,1,1,1,1,1,1,5694.44
5563,1,1,1,1,1,1,1,1,1,5694.44
5563,1,1,1,1,1,1,5811,1,1,1
5564,1,1,1,1,1724,1,1,1,1,1
5564,1,1,1,1,1,1,1724,1,1,1
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1551
5564,1,1,1,1,1,1,1,1,1,1566.67
5564,1,1,1,1,1,1,1,1,1,1566.67
5564,1,1,1,1,1,1,1,1,1,1566.67
5564,1,1,1,1,1,1,1,1,1,1566.67
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1375,1
5564,1,1,1,1,1,1,1,1,1,1525
5564,1,1,1,1,1,1,1,1,1,1525
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5564,1,1,1,1,1,1,1,1,1,1533.33
5568,1,1,1,1,1,1,1,2988,1,1
5568,1,1,1,2988,1,1,1,1,1,1
5568,2491,1,1,1,1,1,1,1,1,1
5568,1,1,1,1,1,2491,1,1,1,1
5568,1,1,2491,1,1,1,1,1,1,1
5568,1,1,1,1,1,1,1,1,1,2491
5568,1,1,1,1,2491,1,1,1,1,1
5568,1,1,1,1,1,1,2491,1,1,1
5568,1,1,1,1,1,1,1,1,2491,1
5573,1,1,1,1,1,1,1,2988,1,1
5573,1,1,1,2988,1,1,1,1,1,1
5574,1,1,1,1,1,1,1,1,1,1
5574,1,1,1,1,1,1,1,1,1,1
5574,1,1,1,1,1,1,1,1,1,1
5574,1,1,1,1,1,1,1,1,1,1
5574,1,1,1,1,814,1,1,1,1,1
5574,1,1,1,1,1,1,814,1,1,1
5574,1,1,1,1,1,1,1,1,1,1
5574,1,1,1,1,1,1,1,787.5,1,1
5575,1,1,1,1,1,1,1,1,1,2141
5575,1,1,1,1,1,1,1,1,1,1883.33
5575,1,1,1,1,1,1,1,1,1,2118.68
5575,1,1,1,1,1,1,1,1,1,2118.68
5575,1,1,1,1,1,1,1,1,1,2118.68
5575,1,1,1,1,1,1,1,1,1,2118.68
5575,1,1,1,1,1,1,1,1,1,2118.68
5575,1,1,1,1,1,1,1,1,2241,1
5575,1,1,1,1,1,2137,1,1,1,1
5575,1,1,1,1,1,1,2139,1,1,1
5576,1,1,1,1,5668,1,1,1,1,1
5576,1,1,1,1,1,1,5668,1,1,1
5576,1,1,1,1,1,1,1,1,5938,1
5746,1,1,1,1,1,1,1,1,1,1
5746,1,1,1,1,1,1,1,1,1,1
5746,1,1,1,1,1,1,1,1,1,1
5746,1,1,1,1,1,1,1,1,1,1
5746,1,1,1,1,1,1,1,2144,1,1
5577,1,1,1,1,1,1,1,1,4334,1
5577,1,1,1,1,4137,1,1,1,1,1
5577,1,1,1,1,1,1,4137,1,1,1
5578,1,1,1,1,8222,1,1,1,1,1
5578,1,1,1,1,1,1,8222,1,1,1
5578,1,1,1,1,1,1,1,1,8162,1
5578,1,1,1,1,1,1,1,1,1,7891
5579,1,1,1,1,1,1,1,1,8613,1
5579,1,1,1,1,7791,1,1,1,1,1
5579,1,1,1,1,1,1,7791,1,1,1
5580,1,1,1,1,15215,1,1,1,1,1
5580,1,1,1,1,1,1,15215,1,1,1
5580,1,1,1,1,1,1,1,1,15939,1
5581,1,1,1,1,1,1,1,1,1,11965
5582,1,1,1,1,1,1,1,1,1,11965
5582,1,1,1,1,12353,1,1,1,1,1
5582,1,1,1,1,1,1,12353,1,1,1
5583,1,1,1,1,1,1,1,729,1,1
5583,1,1,1,719.13,1,1,1,1,1,1
5584,1,1,1,1,1,1,1,363,1,1
5584,1,1,1,359.18,1,1,1,1,1,1
5585,1,1,1,1,1,1,1,729,1,1
5585,1,1,1,719.13,1,1,1,1,1,1
10613,1,1,1,1,1,1,1,363,1,1
10613,1,1,1,359.18,1,1,1,1,1,1
10613,1,1,1,1,376,1,1,1,1,1
10613,1,1,1,1,1,1,376,1,1,1
10613,1,1,1,1,1,1,1,1,394,1
10613,1,1,1,1,1,1,1,1,1,365
5586,1,1,1,1,1,1,1,363,1,1
5586,1,1,1,359.18,1,1,1,1,1,1
10614,1,1,1,1,1,1,1,363,1,1
10614,1,1,1,359.18,1,1,1,1,1,1
10614,1,1,1,1,1,1,1,1,1,365
10614,1,1,1,1,1,1,1,1,394,1
10614,1,1,1,1,376,1,1,1,1,1
10614,1,1,1,1,1,1,376,1,1,1
5587,1,1,1,1,1,1,1,363,1,1
5587,1,1,1,359.18,1,1,1,1,1,1
10615,1,1,1,1,1,1,1,363,1,1
10615,1,1,1,359.18,1,1,1,1,1,1
10615,1,1,1,1,376,1,1,1,1,1
10615,1,1,1,1,1,1,376,1,1,1
10615,1,1,1,1,1,1,1,1,394,1
10615,1,1,1,1,1,1,1,1,1,365
5588,1,1,1,1,1,1,1,363,1,1
5588,1,1,1,359.18,1,1,1,1,1,1
10616,1,1,1,1,1,1,1,363,1,1
10616,1,1,1,359.18,1,1,1,1,1,1
10616,1,1,1,1,1,1,1,1,1,365
10616,1,1,1,1,1,1,1,1,394,1
10616,1,1,1,1,376,1,1,1,1,1
10616,1,1,1,1,1,1,376,1,1,1
5589,1,1,1,1,1,1,1,363,1,1
5589,1,1,1,359.18,1,1,1,1,1,1
5590,1,1,1,1,1,1,1,729,1,1
5590,1,1,1,1,1,1,1,1,789,1
5590,1,1,1,1,753,1,1,1,1,1
5590,1,1,1,1,1,1,753,1,1,1
10617,1,1,1,1,1,1,1,1,394,1
10617,1,1,1,1,376,1,1,1,1,1
10617,1,1,1,1,1,1,376,1,1,1
10617,1,1,1,1,1,1,1,1,1,365
10617,1,1,1,1,1,1,1,363,1,1
10617,1,1,1,359.18,1,1,1,1,1,1
5591,1,1,1,1,1,1,1,363,1,1
5591,1,1,1,359.18,1,1,1,1,1,1
5592,1,1,1,1,1,1,1,363,1,1
5592,1,1,1,359.18,1,1,1,1,1,1
5592,1,1,1,1,376,1,1,1,1,1
5592,1,1,1,1,1,1,376,1,1,1
5593,1,1,1,1,1,1,1,729,1,1
5593,1,1,1,719.13,1,1,1,1,1,1
5594,1,1,1,1,1,1,1,363,1,1
10565,1,1,1,1,1,1,1,363,1,1
10565,1,1,1,359.18,1,1,1,1,1,1
10565,1,1,1,1,376,1,1,1,1,1
10565,1,1,1,1,1,1,376,1,1,1
10565,1,1,1,1,1,1,1,1,394,1
10565,1,1,1,1,1,1,1,1,1,363
5595,1,1,1,1,1,1,1,363,1,1
5595,1,1,1,359.18,1,1,1,1,1,1
5596,1,1,1,1,1,1,1,729,1,1
5596,1,1,1,719.13,1,1,1,1,1,1
5596,1,1,1,1,1,1,1,1,789,1
5596,1,1,1,1,753,1,1,1,1,1
5596,1,1,1,1,1,1,753,1,1,1
5597,1,1,1,1,753,1,1,1,1,1
5597,1,1,1,1,1,1,753,1,1,1
5597,1,1,1,1,1,1,1,1,789,1
5597,1,1,1,1,1,1,1,1,1,725
5597,1,1,1,1,1,1,1,729,1,1
5597,1,1,1,719.13,1,1,1,1,1,1
5722,1,1,1,1,1,1,1,729,1,1
5722,1,1,1,719.13,1,1,1,1,1,1
5722,1,1,1,1,1,1,1,1,1,725
5722,1,1,1,1,1,1,1,1,789,1
5722,1,1,1,1,753,1,1,1,1,1
5722,1,1,1,1,1,1,753,1,1,1
5723,1,1,1,1,753,1,1,1,1,1
5723,1,1,1,1,1,1,753,1,1,1
5723,1,1,1,1,1,1,1,1,789,1
5723,1,1,1,1,1,1,1,1,1,725
5723,1,1,1,1,1,1,1,729,1,1
5723,1,1,1,719.13,1,1,1,1,1,1
10670,1,1,1,614.17,1,1,1,1,1,1
10670,1,1,1,1,1,1,1,1,1,671
10670,1,1,1,1,1,1,1,1,711,1
10670,1,1,1,1,668,1,1,1,1,1
10670,1,1,1,1,1,1,668,1,1,1
10668,1,1,1,1,1,1,1,1,1987,1
10668,1,1,1,1,1,1,1,1,1,1951
10668,1,1,1,1716.67,1,1,1,1,1,1
10668,1,1,1,1,1897,1,1,1,1,1
10668,1,1,1,1,1,1,1897,1,1,1
10671,1,1,1,614.17,1,1,1,1,1,1
10671,1,1,1,1,1,1,1,1,1,671
10671,1,1,1,1,668,1,1,1,1,1
10671,1,1,1,1,1,1,668,1,1,1
10671,1,1,1,1,1,1,1,1,711,1
10669,1,1,1,1,1897,1,1,1,1,1
10669,1,1,1,1,1,1,1897,1,1,1
10669,1,1,1,1,1,1,1,1,1987,1
10669,1,1,1,1,1,1,1,1,1,1951
10669,1,1,1,1716.67,1,1,1,1,1,1
